id,step,Int,Div,Ext
57,82,0.244864420706656,0.513283897245331,0.0446890266382984
59,82,0.281437125748503,0.493182189994628,0.0260252266250466
61,82,0.0835734870317003,0.233425542953789,0.0648713857434346
62,82,0.127844712182062,0.319806242678844,0.11139127644069
63,82,0.125628140703518,0.304684916964174,0.119040201215462
64,82,0.0986193293885602,0.264212164695026,0.082115017310635
65,82,0.115562403697997,0.28603126193083,0.0913820812473052
67,82,0.187092095721537,0.417465951807918,0.0689977884718584
68,82,0.124242424242424,0.317867786523085,0.0732257957345934
69,82,0.142857142857143,0.335945567206235,0.0976894416197794
70,82,0.150802139037433,0.354503407128143,0.0881465794732048
50,120,0.181391378574477,0.4073953835323,0.0589416938680534
51,120,0.302013422818792,0.499076524061294,0.0480092988982272
54,120,0.110344827586207,0.276104454971084,0.0473088070419136
56,120,0.199453551912568,0.438781146927831,0.0768727333019817
57,120,0.252783964365256,0.500333562821374,0.0335194272425941
59,120,0.480519480519481,0.614999366951373,0.0358786548803237
61,120,0.166666666666667,0.379111274434897,0.112153300125445
62,120,0.12463768115942,0.317438227593257,0.112130535940478
63,120,0.120754716981132,0.282604732513773,0.111335872920201
64,120,0.111924686192469,0.293786424303315,0.0945595205016574
65,120,0.143137254901961,0.34645686024238,0.113206145827754
67,120,0.218493661446682,0.463158018075697,0.0903619350851632
68,120,0.109929078014184,0.264124386923762,0.0497670969391483
69,120,0.191247974068071,0.416068507932562,0.144902889683551
70,120,0.2203182374541,0.466431684752492,0.134460852309715
72,12,0.1875000,0.4269833,0.3674501
73,12,0.1875000,0.4269833,0.3674501
74,12,0.1875000,0.4269833,0.3674501
75,12,0.1875000,0.4269833,0.3674501
76,12,0.1875000,0.4269833,0.3674501
77,12,0.1875000,0.4269833,0.3674501
78,12,0.1875000,0.4269833,0.3674501
79,12,0.1875000,0.4269833,0.3674501
80,12,0.1875000,0.4269833,0.3674501
81,12,0.1875000,0.4269833,0.3674501
82,12,0.1875000,0.4269833,0.3674501
83,12,0.1875000,0.4269833,0.3674501
72,24,0.3010753,0.5749105,0.3883184
73,24,0.3010753,0.5749105,0.3883184
74,24,0.3010753,0.5749105,0.3883184
75,24,0.3010753,0.5749105,0.3883184
76,24,0.3010753,0.5749105,0.3883184
77,24,0.3010753,0.5749105,0.3883184
78,24,0.3010753,0.5749105,0.3883184
79,24,0.3010753,0.5749105,0.3883184
80,24,0.3010753,0.5749105,0.3883184
81,24,0.3010753,0.5749105,0.3883184
82,24,0.3010753,0.5749105,0.3883184
83,24,0.3010753,0.5749105,0.3883184
72,36,0.4175824,0.6813100,0.3982034
73,36,0.4175825,0.6813100,0.3982034
74,36,0.4175826,0.6813100,0.3982034
75,36,0.4175827,0.6813100,0.3982034
76,36,0.4175828,0.6813100,0.3982034
77,36,0.4175829,0.6813100,0.3982034
78,36,0.4175830,0.6813100,0.3982034
79,36,0.4175831,0.6813100,0.3982034
80,36,0.4175832,0.6813100,0.3982034
81,36,0.4175833,0.6813100,0.3982034
82,36,0.4175834,0.6813100,0.3982034
83,36,0.4175835,0.6813100,0.3982034
72,48,0.4367816,0.7267099,0.3967685
73,48,0.4367816,0.7267099,0.3967685
74,48,0.4367816,0.7267099,0.3967685
75,48,0.4367816,0.7267099,0.3967685
76,48,0.4367816,0.7267099,0.3967685
77,48,0.4367816,0.7267099,0.3967685
78,48,0.4367816,0.7267099,0.3967685
79,48,0.4367816,0.7267099,0.3967685
80,48,0.4367816,0.7267099,0.3967685
81,48,0.4367816,0.7267099,0.3967685
82,48,0.4367816,0.7267099,0.3967685
83,48,0.4367816,0.7267099,0.3967685
72,60,0.5000000,0.7256926,0.4066748
73,60,0.5000000,0.7256926,0.4066748
74,60,0.5000000,0.7256926,0.4066748
75,60,0.5000000,0.7256926,0.4066748
76,60,0.5000000,0.7256926,0.4066748
77,60,0.5000000,0.7256926,0.4066748
78,60,0.5000000,0.7256926,0.4066748
79,60,0.5000000,0.7256926,0.4066748
80,60,0.5000000,0.7256926,0.4066748
81,60,0.5000000,0.7256926,0.4066748
82,60,0.5000000,0.7256926,0.4066748
83,60,0.5000000,0.7256926,0.4066748
72,72,0.5595238,0.7728918,0.4167906
73,72,0.5595238,0.7728918,0.4167906
74,72,0.5595238,0.7728918,0.4167906
75,72,0.5595238,0.7728918,0.4167906
76,72,0.5595238,0.7728918,0.4167906
77,72,0.5595238,0.7728918,0.4167906
78,72,0.5595238,0.7728918,0.4167906
79,72,0.5595238,0.7728918,0.4167906
80,72,0.5595238,0.7728918,0.4167906
81,72,0.5595238,0.7728918,0.4167906
82,72,0.5595238,0.7728918,0.4167906
83,72,0.5595238,0.7728918,0.4167906
72,84,0.5411765,0.7662603,0.4258513
73,84,0.5411765,0.7662603,0.4258513
74,84,0.5411765,0.7662603,0.4258513
75,84,0.5411765,0.7662603,0.4258513
76,84,0.5411765,0.7662603,0.4258513
77,84,0.5411765,0.7662603,0.4258513
78,84,0.5411765,0.7662603,0.4258513
79,84,0.5411765,0.7662603,0.4258513
80,84,0.5411765,0.7662603,0.4258513
81,84,0.5411765,0.7662603,0.4258513
82,84,0.5411765,0.7662603,0.4258513
83,84,0.5411765,0.7662603,0.4258513
72,96,0.6219512,0.7795326,0.4195335
73,96,0.6219512,0.7795326,0.4195335
74,96,0.6219512,0.7795326,0.4195335
75,96,0.6219512,0.7795326,0.4195335
76,96,0.6219512,0.7795326,0.4195335
77,96,0.6219512,0.7795326,0.4195335
78,96,0.6219512,0.7795326,0.4195335
79,96,0.6219512,0.7795326,0.4195335
80,96,0.6219512,0.7795326,0.4195335
81,96,0.6219512,0.7795326,0.4195335
82,96,0.6219512,0.7795326,0.4195335
83,96,0.6219512,0.7795326,0.4195335
72,108,0.6835443,0.7888573,0.4147446
73,108,0.6835443,0.7888573,0.4147446
74,108,0.6835443,0.7888573,0.4147446
75,108,0.6835443,0.7888573,0.4147446
76,108,0.6835443,0.7888573,0.4147446
77,108,0.6835443,0.7888573,0.4147446
78,108,0.6835443,0.7888573,0.4147446
79,108,0.6835443,0.7888573,0.4147446
80,108,0.6835443,0.7888573,0.4147446
81,108,0.6835443,0.7888573,0.4147446
82,108,0.6835443,0.7888573,0.4147446
83,108,0.6835443,0.7888573,0.4147446
72,120,0.6710526 ,0.7756613,0.4302833
73,120,0.6710526 ,0.7756613,0.4302833
74,120,0.6710526 ,0.7756613,0.4302833
75,120,0.6710526 ,0.7756613,0.4302833
76,120,0.6710526 ,0.7756613,0.4302833
77,120,0.6710526 ,0.7756613,0.4302833
78,120,0.6710526 ,0.7756613,0.4302833
79,120,0.6710526 ,0.7756613,0.4302833
80,120,0.6710526 ,0.7756613,0.4302833
81,120,0.6710526 ,0.7756613,0.4302833
82,120,0.6710526 ,0.7756613,0.4302833
83,120,0.6710526 ,0.7756613,0.4302833
72,132,0.7466667,0.7709763,0.4419910
73,132,0.7466667,0.7709763,0.4419910
74,132,0.7466667,0.7709763,0.4419910
75,132,0.7466667,0.7709763,0.4419910
76,132,0.7466667,0.7709763,0.4419910
77,132,0.7466667,0.7709763,0.4419910
78,132,0.7466667,0.7709763,0.4419910
79,132,0.7466667,0.7709763,0.4419910
80,132,0.7466667,0.7709763,0.4419910
81,132,0.7466667,0.7709763,0.4419910
82,132,0.7466667,0.7709763,0.4419910
83,132,0.7466667,0.7709763,0.4419910
