NUTS2	t	0	1	2	3	4	
FR72	82	0.0303030303	0.0696969697	0.8757575758	0.0060606061	0.0181818182
FR81	82	0.0256410256	0.0970695971	0.8571428571	0.0036630037	0.0164835165
FR82	82	0.0320855615	0.0983957219	0.849197861	0.0096256684	0.0106951872
FR10	120	0.0537772087	0.1045667947	0.8186086214	0.0046948357	0.0183525395
FR21	120	0.0469798658	0.2416107383	0.6979865772	0.0100671141	0.0033557047
FR24	120	0.0293103448	0.0724137931	0.8896551724	0.0034482759	0.0051724138
FR26	120	0.0519125683	0.1174863388	0.8005464481	0.0081967213	0.0218579235
FR30	120	0.1570155902	0.070155902	0.7472160356	0.008908686	0.0167037862
FR42	120	0.0324675325	0.4025974026	0.5194805195	0.0227272727	0.0227272727
FR51	120	0.0494186047	0.1007751938	0.8333333333	0.0058139535	0.0106589147
FR52	120	0.0376811594	0.068115942	0.8753623188	0.0086956522	0.0101449275
FR53	120	0.020754717	0.0924528302	0.879245283	0.0018867925	0.0056603774
FR61	120	0.030334728	0.0606694561	0.8880753138	0.0041841004	0.0167364017
FR62	120	0.0294117647	0.0882352941	0.8568627451	0.0058823529	0.0196078431
FR71	120	0.0417598807	0.139448173	0.7815063386	0.0111856823	0.0260999254
FR72	120	0.0212765957	0.0815602837	0.890070922	0	0.0070921986
FR81	120	0.0664505673	0.1085899514	0.8087520259	0.0048622366	0.0113452188
FR82	120	0.0611995104	0.1285189718	0.7796817625	0.006119951	0.0244798042
LU00	54	0.1264411139	0.2080746719	0.1753281305	0.457941646	0.0322144377
NL1	12	0.08	0.07	0.03	0	0.78
NL1	24	0.13	0.1	0.05	0	0.65
NL1	36	0.18	0.13	0.07	0	0.53
NL1	48	0.17	0.12	0.07	0.02	0.49
NL1	60	0.21	0.14	0.08	0	0.43
NL1	72	0.23	0.14	0.09	0.01	0.37
NL1	84	0.23	0.13	0.09	0.01	0.39
NL1	96	0.27	0.14	0.09	0.01	0.31
NL1	108	0.27	0.16	0.1	0.01	0.25
NL1	120	0.26	0.14	0.1	0.01	0.25
NL2	12	0.08	0.07	0.03	0	0.78
NL2	24	0.13	0.1	0.05	0	0.65
NL2	36	0.18	0.13	0.07	0	0.53
NL2	48	0.17	0.12	0.07	0.02	0.49
NL2	60	0.21	0.14	0.08	0	0.43
NL2	72	0.23	0.14	0.09	0.01	0.37
NL2	84	0.23	0.13	0.09	0.01	0.39
NL2	96	0.27	0.14	0.09	0.01	0.31
NL2	108	0.27	0.16	0.1	0.01	0.25
NL2	120	0.26	0.14	0.1	0.01	0.25
NL3	12	0.08	0.07	0.03	0	0.78
NL3	24	0.13	0.1	0.05	0	0.65
NL3	36	0.18	0.13	0.07	0	0.53
NL3	48	0.17	0.12	0.07	0.02	0.49
NL3	60	0.21	0.14	0.08	0	0.43
NL3	72	0.23	0.14	0.09	0.01	0.37
NL3	84	0.23	0.13	0.09	0.01	0.39
NL3	96	0.27	0.14	0.09	0.01	0.31
NL3	108	0.27	0.16	0.1	0.01	0.25
NL3	120	0.26	0.14	0.1	0.01	0.25
NL4	12	0.08	0.07	0.03	0	0.78
NL4	24	0.13	0.1	0.05	0	0.65
NL4	36	0.18	0.13	0.07	0	0.53
NL4	48	0.17	0.12	0.07	0.02	0.49
NL4	60	0.21	0.14	0.08	0	0.43
NL4	72	0.23	0.14	0.09	0.01	0.37
NL4	84	0.23	0.13	0.09	0.01	0.39
NL4	96	0.27	0.14	0.09	0.01	0.31
NL4	108	0.27	0.16	0.1	0.01	0.25
NL4	120	0.26	0.14	0.1	0.01	0.25
